COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
ETFS PALLADIUM TR	SH BEN INT	26923A106	28138	431505	SH		SOLE		431505	0	0
ETFS PLATINUM TR	SH BEN INT	26922V101	31365	362979	SH		SOLE		362979	0	0
ETHAN ALLEN INTERIORS INC	COM	297602104	1114	30244	SH		SOLE		30244	0	0
ETSY INC	COM	29786A106	633	53700	SH		SOLE		53700	0	0
EURONET WORLDWIDE INC	COM	298736109	19430	268262	SH		SOLE		268262	0	0
EVERBANK FINL CORP	COM	29977G102	1103	56717	SH		SOLE		56717	0	0
EVERBRIDGE INC	COM	29978A104	61	3330	SH		SOLE		3330	0	0
EVERCORE PARTNERS INC	CLASS A	29977A105	7166	104314	SH		SOLE		104314	0	0
EVEREST RE GROUP LTD	COM	G3223R108	4941	22834	SH		SOLE		22834	0	0
EVEREST RE GROUP LTD	COM	G3223R108	5917	27343	SH		SOLE	2	0	0	27343
EVERI HLDGS INC	COM	30034T103	429	197642	SH		SOLE		197642	0	0
EVERSOURCE ENERGY	COM	30040W108	12301	222724	SH		SOLE		222724	0	0
EVERSOURCE ENERGY	COM	30040W108	10662	193040	SH		SOLE	2	0	0	193040
EVERTEC INC	COM	30040P103	593	33416	SH		SOLE		33416	0	0
EVINE LIVE INC	CL A	300487105	15	9678	SH		SOLE		9678	0	0
EVOLENT HEALTH INC	CL A	30050B101	123	8295	SH		SOLE		8295	0	0
EVOLUTION PETROLEUM CORP	COM	30049A107	1323	132262	SH		SOLE		132262	0	0
EVOLVING SYS INC	COM NEW	30049R209	9	2275	SH		SOLE		2275	0	0
EXA CORP	COM	300614500	739	48104	SH		SOLE		48104	0	0
EXACT SCIENCES CORP	COM	30063P105	2673	200079	SH		SOLE		200079	0	0
EXACTECH INC	COM	30064E109	154	5642	SH		SOLE		5642	0	0
EXAR CORP	COM	300645108	258	23891	SH		SOLE		23891	0	0
EXCO RESOURCES INC	COM	269279402	67	76746	SH		SOLE		76746	0	0
EXELIXIS INC	COM	30161Q104	4941	331399	SH		SOLE		331399	0	0
EXELON CORP	COM	30161N101	345411	9732618	SH		SOLE		9732618	0	0
EXELON CORP	COM	30161N101	15253	429791	SH		SOLE	2	0	0	429791
EXLSERVICE HOLDINGS INC	COM	302081104	875	17355	SH		SOLE		17355	0	0
EXONE CO	COM	302104104	52	5589	SH		SOLE		5589	0	0
EXPEDIA INC DEL	COM NEW	30212P303	70926	626116	SH		SOLE		626116	0	0
EXPEDITORS INTL WASH INC	COM	302130109	9896	186858	SH		SOLE		186858	0	0
EXPEDITORS INTL WASH INC	COM	302130109	7745	146238	SH		SOLE	2	0	0	146238
EXPONENT INC	COM	30214U102	818	13558	SH		SOLE		13558	0	0
EXPRESS INC	COM	30219E103	6594	612849	SH		SOLE		612849	0	0
EXPRESS SCRIPTS HLDG CO	COM	30219G108	28692	417098	SH		SOLE		417098	0	0
EXPRESS SCRIPTS HLDG CO	COM	30219G108	22486	326880	SH		SOLE	2	0	0	326880
EXTENDED STAY AMER INC	UNIT 99/99/9999B	30224P200	786	48643	SH		SOLE		48643	0	0
EXTERRAN CORP	COM	30227H106	416	17400	SH		SOLE		17400	0	0
EXTRA SPACE STORAGE INC	COM	30225T102	12595	163062	SH		SOLE		163062	0	0
EXTRACTION OIL AND GAS INC	COM	30227M105	294	14683	SH		SOLE		14683	0	0
EXTREME NETWORKS INC	COM	30226D106	281	55868	SH		SOLE		55868	0	0
EXXON MOBIL CORP	COM	30231G102	532836	5903351	SH		SOLE		5903351	0	0
EXXON MOBIL CORP	COM	30231G102	184970	2049301	SH		SOLE	2	100626	0	1948675
EYEGATE PHARMACEUTICALS INC	*W EXP 08/05/202	30233M115	14	46688	SH		OTR		46688	0	0
EZCORP INC	CL A NON VTG	302301106	6536	613680	SH		SOLE		613680	0	0
F M C CORP	COM NEW	302491303	14386	254345	SH		SOLE		254345	0	0
F M C CORP	COM NEW	302491303	4620	81689	SH		SOLE	2	0	0	81689
F5 NETWORKS INC	COM	315616102	4372	30207	SH		SOLE		30207	0	0
F5 NETWORKS INC	COM	315616102	7113	49149	SH		SOLE	2	0	0	49149
FABRINET	SHS	G3323L100	8007	198688	SH		SOLE		198688	0	0
FACEBOOK INC	CL A	30303M102	595148	5172947	SH		SOLE		5145990	0	26957
FACTSET RESH SYS INC	COM	303075105	3846	23536	SH		SOLE		23536	0	0
FAIR ISAAC CORP	COM	303250104	1983	16629	SH		SOLE		16629	0	0
FAIRMOUNT SANTROL HLDGS INC	COM	30555Q108	941	79805	SH		SOLE		79805	0	0
FAIRPOINT COMMUNICATIONS INC	COM NEW	305560302	532	28438	SH		SOLE		28438	0	0
FALCONSTOR SOFTWARE INC	COM	306137100	6	12659	SH		SOLE		12659	0	0
FAMOUS DAVES AMER INC	COM	307068106	7	1498	SH		SOLE		1498	0	0
FARMER BROS CO	COM	307675108	174	4751	SH		SOLE		4751	0	0
FARMERS CAP BK CORP	COM	309562106	189	4485	SH		SOLE		4485	0	0
FARMERS NATL BANC CORP	COM	309627107	147	10338	SH		SOLE		10338	0	0
FARMLAND PARTNERS INC	COM	31154R109	73	6513	SH		SOLE		6513	0	0
FARO TECHNOLOGIES INC	COM	311642102	4692	130342	SH		SOLE		130342	0	0
FASTENAL CO	COM	311900104	6529	138980	SH		SOLE		129083	0	9897
FASTENAL CO	COM	311900104	9662	205662	SH		SOLE	2	0	0	205662
FATE THERAPEUTICS INC	COM	31189P102	10	4030	SH		SOLE		4030	0	0
FB FINL CORP	COM	30257X104	84	3246	SH		SOLE		3246	0	0
FBL FINL GROUP INC	CL A	30239F106	414	5303	SH		SOLE		5303	0	0
FBR & CO	COM NEW	30247C400	54	4122	SH		SOLE		4122	0	0
FCB FINL HLDGS INC	CL A	30255G103	979	20521	SH		SOLE		20521	0	0
FEDERAL AGRIC MTG CORP	CL C	313148306	282	4927	SH		SOLE		4927	0	0
FEDERAL MOGUL HOLDINGS CORP	COM	313549404	157	15243	SH		SOLE		15243	0	0
FEDERAL REALTY INVT TR	SH BEN INT NEW	313747206	12594	88621	SH		SOLE		88621	0	0
FEDERAL REALTY INVT TR	SH BEN INT NEW	313747206	6578	46287	SH		SOLE	2	0	0	46287
FEDERAL SIGNAL CORP	COM	313855108	494	31625	SH		SOLE		31625	0	0
FEDERATED INVS INC PA	CL B	314211103	1435	50738	SH		SOLE		50738	0	0
FEDERATED NATL HLDG CO	COM	31422T101	144	7708	SH		SOLE		7708	0	0
FEDEX CORP	COM	31428X106	1964	10547	SH		SOLE		10547	0	0
FEDEX CORP	COM	31428X106	23567	126567	SH		SOLE	2	0	0	126567
FELCOR LODGING TR INC	COM	31430F101	3589	448106	SH		SOLE		448106	0	0
FERRO CORP	COM	315405100	1018	71053	SH		SOLE		71053	0	0
FERROGLOBE PLC	SHS	G33856108	292	26963	SH		SOLE		26963	0	0
FIAT CHRYSLER AUTOMOBILES N	SHS	N31738102	16113	1766780	SH		SOLE		1766780	0	0
FIBROCELL SCIENCE INC	COM NEW	315721209	3	4586	SH		SOLE		4586	0	0
FIBROGEN INC	COM	31572Q808	2688	125590	SH		SOLE		125590	0	0
FIDELITY & GTY LIFE	COM	315785105	125	5254	SH		SOLE		5254	0	0
FIDELITY NATIONAL FINANCIAL	FNF GROUP COM	31620R303	5745	169178	SH		SOLE		169178	0	0
FIDELITY NATIONAL FINANCIAL	FNF GROUP COM	31620R303	6781	199682	SH		SOLE	2	0	0	199682
FIDELITY NATIONAL FINANCIAL	FNFV GROUP COM	31620R402	532	38851	SH		SOLE		38851	0	0
FIDELITY NATL INFORMATION SV	COM	31620M106	36187	478415	SH		SOLE		478415	0	0
FIDELITY NATL INFORMATION SV	COM	31620M106	11033	145857	SH		SOLE	2	0	0	145857
FIDELITY SOUTHERN CORP NEW	COM	316394105	2608	110199	SH		SOLE		110199	0	0
FIELDPOINT PETROLEUM CORP	*W EXP 03/23/201	316570126	2	56448	SH		OTR		56448	0	0
FIESTA RESTAURANT GROUP INC	COM	31660B101	423	14181	SH		SOLE		14181	0	0
FIFTH STR ASSET MGMT INC	CL A COM	31679P109	11	1579	SH		SOLE		1579	0	0
FIFTH THIRD BANCORP	COM	316773100	2544	94321	SH		OTR		0	94321	0
FIFTH THIRD BANCORP	COM	316773100	14237	527889	SH		SOLE		527889	0	0
FIFTH THIRD BANCORP	COM	316773100	9307	345091	SH		SOLE	2	0	0	345091
FINANCIAL ENGINES INC	COM	317485100	5306	144387	SH		SOLE		144387	0	0
FINANCIAL INSTNS INC	COM	317585404	272	7965	SH		SOLE		7965	0	0
FINISAR CORP	COM NEW	31787A507	10986	362948	SH		SOLE		362948	0	0
FINISH LINE INC	CL A	317923100	416	22120	SH		SOLE		22120	0	0
FIREEYE INC	COM	31816Q101	1074	90242	SH		SOLE		90242	0	0
FIRST ACCEPTANCE CORP	COM	318457108	9	8599	SH		SOLE		8599	0	0
FIRST AMERN FINL CORP	COM	31847R102	2315	63210	SH		SOLE		63210	0	0
FIRST BANCORP INC ME	COM	31866P102	210	6337	SH		SOLE		6337	0	0
FIRST BANCORP N C	COM	318910106	301	11096	SH		SOLE		11096	0	0
FIRST BANCORP P R	COM NEW	318672706	443	67003	SH		SOLE		67003	0	0
FIRST BUS FINL SVCS INC WIS	COM	319390100	76	3190	SH		SOLE		3190	0	0
FIRST BUSEY CORP	COM NEW	319383204	520	16883	SH		SOLE		16883	0	0
FIRST CMNTY BANCSHARES INC N	COM	31983A103	273	9052	SH		SOLE		9052	0	0
FIRST CMNTY FINL PARTNERS IN	COM	31985Q106	66	5669	SH		SOLE		5669	0	0
FIRST COMWLTH FINL CORP PA	COM	319829107	661	46620	SH		SOLE		46620	0	0
FIRST CONN BANCORP INC MD	COM	319850103	185	8173	SH		SOLE		8173	0	0
FIRST CTZNS BANCSHARES INC N	CL A	31946M103	1488	4192	SH		SOLE		4192	0	0
FIRST DATA CORP NEW	COM CL A	32008D106	11256	793236	SH		SOLE		793236	0	0
FIRST DATA CORP NEW	COM CL A	32008D106	2547	179494	SH		SOLE	2	0	0	179494
FIRST DEFIANCE FINL CORP	COM	32006W106	1718	33853	SH		SOLE		33853	0	0
FIRST FINANCIAL NORTHWEST IN	COM	32022K102	96	4874	SH		SOLE		4874	0	0
FIRST FINL BANCORP OH	COM	320209109	943	33148	SH		SOLE		33148	0	0
FIRST FINL BANKSHARES	COM	32020R109	1557	34438	SH		SOLE		34438	0	0
FIRST FINL CORP IND	COM	320218100	322	6093	SH		SOLE		6093	0	0
FIRST FNDTN INC	COM	32026V104	149	5222	SH		SOLE		5222	0	0
FIRST HAWAIIAN INC	COM	32051X108	511	14666	SH		SOLE		14666	0	0
FIRST HORIZON NATL CORP	COM	320517105	2723	136094	SH		SOLE		136094	0	0
FIRST INDUSTRIAL REALTY TRUS	COM	32054K103	14086	502177	SH		SOLE		502177	0	0
FIRST INTERNET BANCORP	COM	320557101	60	1864	SH		SOLE		1864	0	0
FIRST INTST BANCSYSTEM INC	COM CL A	32055Y201	509	11973	SH		SOLE		11973	0	0
FIRST LONG IS CORP	COM	320734106	353	12363	SH		SOLE		12363	0	0
FIRST MERCHANTS CORP	COM	320817109	1015	26969	SH		SOLE		26969	0	0
FIRST MID ILL BANCSHARES INC	COM	320866106	93	2746	SH		SOLE		2746	0	0
FIRST MIDWEST BANCORP DEL	COM	320867104	1093	43325	SH		SOLE		43325	0	0
FIRST NBC BK HLDG CO	COM	32115D106	63	8577	SH		SOLE		8577	0	0
FIRST NORTHWEST BANCORP	COM	335834107	65	4155	SH		SOLE		4155	0	0
FIRST POTOMAC RLTY TR	COM	33610F109	826	75274	SH		SOLE		75274	0	0
FIRST REP BK SAN FRANCISCO C	COM	33616C100	53700	582805	SH		SOLE		582805	0	0
FIRST REP BK SAN FRANCISCO C	COM	33616C100	4532	49191	SH		SOLE	2	0	0	49191
FIRST SOLAR INC	COM	336433107	1094	34099	SH		SOLE		34099	0	0
FIRST SOUTH BANCORP INC VA	COM	33646W100	36	3052	SH		SOLE		3052	0	0
FIRST TR HIGH INCOME L/S FD	COM	33738E109	1557	96849	SH		SOLE		96849	0	0
FIRST UTD CORP	COM	33741H107	38	2396	SH		SOLE		2396	0	0
FIRSTCASH INC	COM	33767D105	8535	181591	SH		SOLE		181591	0	0
FIRSTENERGY CORP	COM	337932107	807	26069	SH		OTR		0	26069	0
FIRSTENERGY CORP	COM	337932107	114974	3712435	SH		SOLE		3712435	0	0
FIRSTENERGY CORP	COM	337932107	7431	239950	SH		SOLE	2	0	0	239950
FISERV INC	COM	337738108	66126	622183	SH		SOLE		622183	0	0
FISERV INC	COM	337738108	14023	131946	SH		SOLE	2	0	0	131946
FITBIT INC	CL A	33812L102	20488	2798972	SH		SOLE		2798972	0	0
FIVE BELOW INC	COM	33829M101	12928	323527	SH		SOLE		323527	0	0
FIVE BELOW INC	COM	33829M101	108	2700	SH		SOLE	2	0	0	2700
FIVE PRIME THERAPEUTICS INC	COM	33830X104	1814	36199	SH		SOLE		36199	0	0
FIVE STAR QUALITY CARE INC	COM	33832D106	696	257702	SH		SOLE		257702	0	0
FIVE9 INC	COM	338307101	2461	173411	SH		SOLE		173411	0	0
FLAGSTAR BANCORP INC	COM PAR .001	337930705	4584	170151	SH		SOLE		170151	0	0
FLEETCOR TECHNOLOGIES INC	COM	339041105	117965	833558	SH		SOLE		833558	0	0
FLEETCOR TECHNOLOGIES INC	COM	339041105	7722	54563	SH		SOLE	2	0	0	54563
FLEX LTD	ORD	Y2573F102	62622	4357803	SH		SOLE		4313709	0	44094
FLEX LTD	ORD	Y2573F102	5814	404609	SH		SOLE	2	0	0	404609
FLEX PHARMA INC	COM	33938A105	33	6158	SH		SOLE		6158	0	0
FLEXION THERAPEUTICS INC	COM	33938J106	262	13762	SH		SOLE		13762	0	0
FLEXSTEEL INDS INC	COM	339382103	227	3688	SH		SOLE		3688	0	0
FLIR SYS INC	COM	302445101	2274	62830	SH		SOLE		62830	0	0
FLIR SYS INC	COM	302445101	6039	166861	SH		SOLE	2	0	0	166861
FLOTEK INDS INC DEL	COM	343389102	262	27955	SH		SOLE		27955	0	0
FLOWERS FOODS INC	COM	343498101	2170	108675	SH		SOLE		108675	0	0
FLOWSERVE CORP	COM	34354P105	2857	59457	SH		SOLE		59457	0	0
FLOWSERVE CORP	COM	34354P105	4222	87857	SH		SOLE	2	0	0	87857
FLUIDIGM CORP DEL	COM	34385P108	106	14571	SH		SOLE		14571	0	0
FLUOR CORP NEW	COM	343412102	6897	131327	SH		SOLE		131327	0	0
FLUOR CORP NEW	COM	343412102	5231	99600	SH		SOLE	2	0	0	99600
FLUSHING FINL CORP	COM	343873105	442	15027	SH		SOLE		15027	0	0
FMC TECHNOLOGIES INC	COM	30249U101	9839	276907	SH		SOLE		276907	0	0
FMC TECHNOLOGIES INC	COM	30249U101	5091	143297	SH		SOLE	2	0	0	143297
FNB CORP PA	COM	302520101	1768	110303	SH		SOLE		110303	0	0
FOGO DE CHAO INC	COM	344177100	26	1790	SH		SOLE		1790	0	0
FOMENTO ECONOMICO MEXICANO S	SPON ADR UNITS	344419106	27327	358581	SH		SOLE		358581	0	0
FONAR CORP	COM NEW	344437405	27	1417	SH		SOLE		1417	0	0
FOOT LOCKER INC	COM	344849104	18686	263585	SH		SOLE		263585	0	0
FOOT LOCKER INC	COM	344849104	8095	114193	SH		SOLE	2	0	0	114193
FORD MTR CO DEL	COM PAR $0.01	345370860	75833	6251658	SH		SOLE		6251658	0	0
FORD MTR CO DEL	COM PAR $0.01	345370860	17589	1450078	SH		SOLE	2	0	0	1450078
FOREST CITY RLTY TR INC	COM CL A	345605109	5918	283958	SH		SOLE		283958	0	0
FOREST CITY RLTY TR INC	COM CL B	345605208	3	124	SH		OTR		124	0	0
FORESTAR GROUP INC	COM	346233109	229	17216	SH		SOLE		17216	0	0
FORMFACTOR INC	COM	346375108	419	37435	SH		SOLE		37435	0	0
FORRESTER RESH INC	COM	346563109	284	6619	SH		SOLE		6619	0	0
FORTERRA INC	COM	34960W106	145	6709	SH		SOLE		6709	0	0
FORTINET INC	COM	34959E109	2617	86897	SH		SOLE		86897	0	0
FORTINET INC	COM	34959E109	3818	126750	SH		SOLE	2	0	0	126750
FORTIVE CORP	COM	34959J108	1048	19537	SH		SOLE		19537	0	0
FORTIVE CORP	COM	34959J108	10830	201941	SH		SOLE	2	0	0	201941
FORTRESS BIOTECH INC	COM	34960Q109	55	20523	SH		SOLE		20523	0	0
FORTUNE BRANDS HOME & SEC IN	COM	34964C106	59447	1111994	SH		SOLE		1111994	0	0
FORTUNE BRANDS HOME & SEC IN	COM	34964C106	2765	51713	SH		SOLE	2	0	0	51713
FORUM ENERGY TECHNOLOGIES IN	COM	34984V100	748	33985	SH		SOLE		33985	0	0
FORWARD AIR CORP	COM	349853101	8300	175174	SH		SOLE		175174	0	0
FORWARD INDS INC N Y	COM NEW	349862300	4	2823	SH		SOLE		2823	0	0
FOSSIL GROUP INC	COM	34988V106	791	30579	SH		SOLE		30579	0	0
FOSTER L B CO	COM	350060109	20	1479	SH		SOLE		1479	0	0
FOUNDATION MEDICINE INC	COM	350465100	129	7295	SH		SOLE		7295	0	0
FOUR CORNERS PPTY TR INC	COM	35086T109	417	20324	SH		SOLE		20324	0	0
FOX FACTORY HLDG CORP	COM	35138V102	413	14871	SH		SOLE		14871	0	0
FRANCESCAS HLDGS CORP	COM	351793104	379	21033	SH		SOLE		21033	0	0
FRANKLIN COVEY CO	COM	353469109	130	6446	SH		SOLE		6446	0	0
FRANKLIN ELEC INC	COM	353514102	6359	163458	SH		SOLE		163458	0	0
FRANKLIN FINL NETWORK INC	COM	35352P104	193	4607	SH		SOLE		4607	0	0
FRANKLIN RES INC	COM	354613101	660	16682	SH		SOLE		16682	0	0
FRANKLIN RES INC	COM	354613101	8555	216154	SH		SOLE	2	0	0	216154
FRANKLIN STREET PPTYS CORP	COM	35471R106	1587	122460	SH		SOLE		122460	0	0
FRANKS INTL N V	COM	N33462107	379	30783	SH		SOLE		30783	0	0
FREDS INC	CL A	356108100	7263	391308	SH		SOLE		391308	0	0
FREEPORT-MCMORAN INC	CL B	35671D857	7893	598375	SH		SOLE		598375	0	0
FREEPORT-MCMORAN INC	CL B	35671D857	6689	507108	SH		SOLE	2	0	0	507108
FREIGHTCAR AMER INC	COM	357023100	108	7220	SH		SOLE		7220	0	0
FRESH DEL MONTE PRODUCE INC	ORD	G36738105	3049	50292	SH		SOLE		50292	0	0
FRESHPET INC	COM	358039105	86	8487	SH		SOLE		8487	0	0
FRIEDMAN INDS INC	COM	358435105	19	2787	SH		SOLE		2787	0	0
FRONTIER COMMUNICATIONS CORP	COM	35906A108	887	262396	SH		OTR		0	262396	0
FRONTIER COMMUNICATIONS CORP	COM	35906A108	1929	570577	SH		SOLE		570577	0	0
FRONTIER COMMUNICATIONS CORP	COM	35906A108	2997	886690	SH		SOLE	2	0	0	886690
FRONTLINE LTD	SHS NEW	G3682E192	164	23047	SH		SOLE		23047	0	0
FRP HLDGS INC	COM	30292L107	124	3286	SH		SOLE		3286	0	0
FTD COS INC	COM	30281V108	226	9460	SH		SOLE		9460	0	0
FTI CONSULTING INC	COM	302941109	1017	22561	SH		SOLE		22561	0	0
FUELCELL ENERGY INC	COM NEW	35952H502	27	15684	SH		SOLE		15684	0	0
FULGENT GENETICS INC	COM	359664109	23	2014	SH		SOLE		2014	0	0
FULL HOUSE RESORTS INC	COM	359678109	20	8160	SH		SOLE		8160	0	0
FULLER H B CO	COM	359694106	1311	27129	SH		SOLE		27129	0	0
FULTON FINL CORP PA	COM	360271100	4453	236884	SH		SOLE		236884	0	0
FUTUREFUEL CORPORATION	COM	36116M106	170	12220	SH		SOLE		12220	0	0
FXCM INC	CL A NEW	302693205	8	1155	SH		SOLE		1155	0	0
G & K SVCS INC	CL A	361268105	1004	10406	SH		SOLE		10406	0	0
G-III APPAREL GROUP LTD	COM	36237H101	9588	324351	SH		SOLE		324351	0	0
G-III APPAREL GROUP LTD	COM	36237H101	101	3400	SH		SOLE	2	0	0	3400
GAIA INC NEW	CL A	36269P104	50	5737	SH		SOLE		5737	0	0
GAIN CAP HLDGS INC	COM	36268W100	92	13959	SH		SOLE		13959	0	0
GALENA BIOPHARMA INC	COM NEW	363256504	10	5302	SH		SOLE		5302	0	0
GALLAGHER ARTHUR J & CO	COM	363576109	7132	137259	SH		SOLE		137259	0	0
GALLAGHER ARTHUR J & CO	COM	363576109	3102	59693	SH		SOLE	2	0	0	59693
GAMCO INVESTORS INC	CL A COM	361438104	76	2449	SH		SOLE		2449	0	0
GAMESTOP CORP NEW	CL A	36467W109	1500	59381	SH		SOLE		59381	0	0
GAMING & LEISURE PPTYS INC	COM	36467J108	7425	242497	SH		SOLE		242497	0	0
GAMING PARTNERS INTL CORP	COM	36467A107	12	1026	SH		SOLE		1026	0	0
GANNETT CO INC	COM	36473H104	599	61688	SH		SOLE		61688	0	0
GAP INC DEL	COM	364760108	139616	6221725	SH		SOLE		6221725	0	0
GAP INC DEL	COM	364760108	4362	194392	SH		SOLE	2	0	0	194392
GARMIN LTD	SHS	H2906T109	2388	49244	SH		SOLE		49244	0	0
GARMIN LTD	SHS	H2906T109	2044	42147	SH		SOLE	2	0	0	42147
GARTNER INC	COM	366651107	5165	51107	SH		SOLE		51107	0	0
GAS NAT INC	COM	367204104	30	2422	SH		SOLE		2422	0	0
GASLOG LTD	SHS	G37585109	243	15063	SH		SOLE		15063	0	0
GASTAR EXPL INC NEW	COM	36729W202	43	27518	SH		SOLE		27518	0	0
GATX CORP	COM	361448103	1321	21448	SH		SOLE		21448	0	0
GCP APPLIED TECHNOLOGIES INC	COM	36164Y101	1997	74666	SH		SOLE		74666	0	0
GENCO SHIPPING & TRADING LTD	SHS	Y2685T131	1	177	SH		SOLE		177	0	0
GENCOR INDS INC	COM	368678108	35	2207	SH		SOLE		2207	0	0
GENER8 MARITIME INC	COM	Y26889108	22837	5097551	SH		SOLE		5097551	0	0
GENERAC HLDGS INC	COM	368736104	10873	266892	SH		SOLE		266892	0	0
GENERAC HLDGS INC	COM	368736104	246	6050	SH		SOLE	2	0	0	6050
GENERAL CABLE CORP DEL NEW	COM	369300108	488	25639	SH		SOLE		25639	0	0
GENERAL COMMUNICATION INC	CL A	369385109	301	15460	SH		SOLE		15460	0	0
GENERAL DYNAMICS CORP	COM	369550108	28276	163768	SH		SOLE		156192	0	7576
GENERAL ELECTRIC CO	COM	369604103	1633	51677	SH		OTR		0	51677	0
GENERAL ELECTRIC CO	COM	369604103	643435	20361876	SH		SOLE		20356766	0	5110
GENERAL ELECTRIC CO	COM	369604103	113003	3576054	SH		SOLE	2	312436	0	3263618
GENERAL ELECTRIC CO	OPTIONS	369604103	3950	125000	SH	Put	SOLE		125000	0	0
GENERAL GROWTH PPTYS INC NEW	COM	370023103	15724	629472	SH		SOLE		629472	0	0
GENERAL GROWTH PPTYS INC NEW	COM	370023103	7418	296951	SH		SOLE	2	0	0	296951
GENERAL MLS INC	COM	370334104	5708	92407	SH		SOLE		92407	0	0
GENERAL MLS INC	COM	370334104	21708	351437	SH		SOLE	2	0	0	351437
GENERAL MOLY INC	COM	370373102	5	21436	SH		SOLE		21436	0	0
GENERAL MTRS CO	COM	37045V100	2536	72791	SH		OTR		0	72791	0
GENERAL MTRS CO	COM	37045V100	1992	57190	SH		SOLE		57190	0	0
GENERAL MTRS CO	COM	37045V100	19352	555443	SH		SOLE	2	0	0	555443
GENERAL MTRS CO	OPTIONS	37045V100	13838	397200	SH	Call	SOLE		397200	0	0
GENESCO INC	COM	371532102	1468	23643	SH		SOLE		23643	0	0
GENESEE & WYO INC	CL A	371559105	12116	174550	SH		SOLE		174550	0	0
GENESEE & WYO INC	CL A	371559105	285	4100	SH		SOLE	2	0	0	4100
GENESIS ENERGY L P	UNIT LTD PARTN	371927104	23057	640114	SH		SOLE		640114	0	0
GENESIS HEALTHCARE INC	CL A COM	37185X106	85	19951	SH		SOLE		19951	0	0
GENIE ENERGY LTD	CL B	372284208	42	7261	SH		SOLE		7261	0	0
GENMARK DIAGNOSTICS INC	COM	372309104	296	24201	SH		SOLE		24201	0	0
GENOCEA BIOSCIENCES INC	COM	372427104	16	3917	SH		SOLE		3917	0	0
GENOMIC HEALTH INC	COM	37244C101	11039	375587	SH		SOLE		375587	0	0
GENPACT LIMITED	SHS	G3922B107	2087	85745	SH		SOLE		85745	0	0
GENTEX CORP	COM	371901109	3294	167281	SH		SOLE		167281	0	0
GENTHERM INC	COM	37253A103	647	19118	SH		SOLE		19118	0	0
GENUINE PARTS CO	COM	372460105	69914	731776	SH		SOLE		731776	0	0
GENVEC INC	COM PAR	37246C406	3	826	SH		SOLE		826	0	0
GENWORTH FINL INC	COM CL A	37247D106	2599	682179	SH		SOLE		682179	0	0
GEO GROUP INC NEW	COM	36162J106	1416	39422	SH		SOLE		39422	0	0
GEOSPACE TECHNOLOGIES CORP	COM	37364X109	138	6796	SH		SOLE		6796	0	0
GERMAN AMERN BANCORP INC	COM	373865104	452	8583	SH		SOLE		8583	0	0
GERON CORP	COM	374163103	165	79579	SH		SOLE		79579	0	0
GETTY RLTY CORP NEW	COM	374297109	916	35925	SH		SOLE		35925	0	0
GIBRALTAR INDS INC	COM	374689107	715	17176	SH		SOLE		17176	0	0
GIGAMON INC	COM	37518B102	6050	132816	SH		SOLE		132816	0	0
GIGPEAK INC	COM	37518Q109	83	32917	SH		SOLE		32917	0	0
GILEAD SCIENCES INC	COM	375558103	986	13774	SH		OTR		0	13774	0
GILEAD SCIENCES INC	COM	375558103	603209	8423536	SH		SOLE		8423536	0	0
GLACIER BANCORP INC NEW	COM	37637Q105	1488	41083	SH		SOLE		41083	0	0
GLADSTONE COML CORP	COM	376536108	311	15450	SH		SOLE		15450	0	0
GLATFELTER	COM	377316104	10937	457792	SH		SOLE		457792	0	0
GLAUKOS CORP	COM	377322102	1813	52846	SH		SOLE		52846	0	0
GLOBAL BLOOD THERAPEUTICS IN	COM	37890U108	5089	352185	SH		SOLE		352185	0	0
GLOBAL BRASS & COPPR HLDGS I	COM	37953G103	637	18563	SH		SOLE		18563	0	0
GLOBAL EAGLE ENTMT INC	COM	37951D102	158	24408	SH		SOLE		24408	0	0
GLOBAL INDTY LTD CAYMAN	USD CL A SHS	G3933F105	187	4904	SH		SOLE		4904	0	0
GLOBAL MED REIT INC	COM NEW	37954A204	52	5810	SH		SOLE		5810	0	0
GLOBAL NET LEASE INC	COM	379378102	719	91859	SH		SOLE		91859	0	0
GLOBAL PMTS INC	COM	37940X102	180587	2601742	SH		SOLE		2601742	0	0
GLOBAL PMTS INC	COM	37940X102	5917	85247	SH		SOLE	2	0	0	85247
GLOBAL SOURCES LTD	ORD	G39300101	21	2380	SH		SOLE		2380	0	0
GLOBAL WTR RES INC	COM	379463102	52	5678	SH		SOLE		5678	0	0
GLOBALSTAR INC	COM	378973408	320	202313	SH		SOLE		202313	0	0
GLOBANT S A	COM	L44385109	2694	80787	SH		SOLE		80787	0	0
GLOBUS MED INC	CL A	379577208	928	37396	SH		SOLE		37396	0	0
GLU MOBILE INC	COM	379890106	106	54678	SH		SOLE		54678	0	0
GLYCOMIMETICS INC	COM	38000Q102	26	4280	SH		SOLE		4280	0	0
GMS INC	COM	36251C103	3280	112009	SH		SOLE		112009	0	0
GNC HLDGS INC	COM CL A	36191G107	396	35840	SH		SOLE		35840	0	0
GODADDY INC	CL A	380237107	8099	231720	SH		SOLE		231720	0	0
GOGO INC	COM	38046C109	266	28881	SH		SOLE		28881	0	0
